%#
%#	X		Y	 Radial velocity    velocity error
%#
  -9.8494414e-01  -9.7528262e-01  -7.6691445e+01   1.7621699e+00
  -1.3435115e+00   1.2035255e+00  -8.7553901e+01   1.9277755e+00
   2.7571961e-01  -2.9871701e-01  -7.6475813e+01   1.5403751e+00
  -7.8772691e-01  -1.9412407e+00  -7.8775672e+01   1.4075273e+00
  -2.5169950e+00   1.3375930e+00  -8.6034508e+01   1.3198994e+00
   3.7611033e+00   1.3371631e+00  -7.8798873e+01   1.2838612e+00
  -1.0145177e+00   6.4430467e+00  -8.3253521e+01   1.2122138e+00
  -9.7313294e-01  -3.3733947e+00  -7.8305939e+01   1.4750800e+00
  -6.2552979e-01  -3.5207523e-01  -8.2449560e+01   1.5382491e+00
  -1.3228100e+00  -1.9526905e+00  -7.9885699e+01   1.0677567e+00
   9.6898331e-01  -7.0932206e-01  -7.5061095e+01   9.7446029e-01
   9.0941343e-01  -1.2894470e+00  -7.3141317e+01   1.3843800e+00
   2.0545516e+00   4.4112642e-01  -8.0201287e+01   1.3426567e+00
   2.5639463e+00   3.2771565e-01  -7.6376018e+01   1.3427618e+00
  -9.5320837e-02   9.9280976e-01  -8.3136271e+01   1.2873539e+00
   9.5455141e-01  -1.0503834e+00  -7.4285219e+01   2.0384246e+00
  -1.8443861e+00  -2.1752804e+00  -8.0219909e+01   1.1348548e+00
   1.4777926e+00   7.2326418e-01  -7.6671621e+01   1.3167053e+00
  -8.7746066e-01   4.2772447e-01  -8.4835512e+01   1.5812609e+00
   6.0121183e-01  -1.0346295e+00  -7.5386221e+01   1.2192904e+00
  -9.5148088e-01   3.7305494e-01  -8.4971306e+01   1.5772093e+00
  -5.7786306e-01   3.8137300e-01  -8.4932353e+01   1.5734800e+00
  -1.0820392e+00  -1.5083677e-01  -8.4571956e+01   1.1695320e+00
  -2.6983688e-01  -1.0577247e+00  -7.8566259e+01   1.3009607e+00
  -3.6654467e+00   7.2221425e-01  -8.3911243e+01   1.9308731e+00
  -1.5409143e-01  -3.2112315e-01  -7.8955770e+01   1.3944388e+00
   2.4378993e+00  -1.4938976e+00  -7.1853667e+01   1.4787894e+00
   8.1292782e-01  -2.7608476e-01  -7.3646529e+01   2.0231156e+00
   2.7992700e+00   1.9543769e+00  -7.7925649e+01   1.6263671e+00
   3.8699058e+00   1.5573072e+00  -8.0124518e+01   1.5160593e+00
   9.1653812e-01   1.0301962e+00  -7.6196040e+01   1.5002611e+00
  -1.8158125e+00  -2.1559285e+00  -8.0070329e+01   1.5134227e+00
  -7.0919975e-01  -1.2093009e-01  -8.4915881e+01   1.2357460e+00
   4.8677432e-01  -1.2221494e+00  -7.5195707e+01   1.4462912e+00
  -1.4829591e-01  -6.6029984e-01  -7.6413653e+01   1.4419784e+00
   2.0473731e+00   9.1405321e-02  -7.4959672e+01   1.2591809e+00
   1.2115722e+00   5.3917674e-01  -7.4601352e+01   1.1312374e+00
  -3.1126173e-01  -9.6452556e-01  -7.7809039e+01   1.1320519e+00
   4.0124157e+00   4.9146177e-01  -7.6879729e+01   1.4949835e+00
  -1.2118273e-01   4.9681197e-01  -8.4852310e+01   1.4960368e+00
   9.2197384e-01   8.3607211e-01  -7.5605409e+01   2.3098434e+00
   8.3031890e-01  -1.7105784e-03  -7.8298413e+01   1.4422141e+00
   2.9312405e-01   1.7139396e+00  -8.4057482e+01   1.7014534e+00
  -8.7637908e-01  -1.9102351e-01  -8.3116849e+01   1.7295317e+00
  -5.0518277e-01   6.7332320e-01  -8.5286653e+01   9.8325870e-01
   3.3603444e+00   1.2056757e+00  -7.8552882e+01   1.3319292e+00
   3.0580226e-01  -1.5920089e-01  -7.4771558e+01   1.2953922e+00
   2.1418994e-01  -2.8510368e+00  -7.6184671e+01   1.5306410e+00
   7.6806679e-01   1.9663551e+00  -8.0618436e+01   1.7291138e+00
  -2.3385213e+00   6.4943996e-01  -8.3603693e+01   1.9110271e+00
  -1.2212474e+00   7.6897131e-01  -8.6452674e+01   1.6901097e+00
  -1.5565118e+00   4.1207406e+00  -8.5155061e+01   1.2952976e+00
   9.0996765e-01   3.2896018e-01  -7.7272448e+01   4.6559593e-01
   6.1516934e-01   1.1006570e+00  -8.0692497e+01   1.4339599e+00
   5.9848501e-01   1.7526143e-01  -7.4958748e+01   1.8012050e+00
  -1.3938304e+00  -6.4790984e-01  -8.2218994e+01   1.9140021e+00
   2.8787225e-01   5.1425671e-01  -8.0702543e+01   8.4294867e-01
  -5.0130274e-01   9.5176893e-01  -8.4509164e+01   1.3670497e+00
  -9.2572585e-01   1.3311628e+00  -8.5401410e+01   1.8217911e+00
  -1.0905077e-01  -1.0761105e+00  -7.9511940e+01   1.5617993e+00
  -6.8044801e-01   1.5360131e-02  -8.7147824e+01   1.8901522e+00
   3.6440981e-01   2.2041237e-01  -7.8867862e+01   1.4427068e+00
   1.0129987e+00  -3.7613611e-01  -7.3826054e+01   1.9046693e+00
   1.1984827e+00  -2.8355873e-01  -7.2801072e+01   1.3207203e+00
